1 Product Name,2 Product Image,3 Short Description,4 Product Description,5 Brand Name,6 Brand Description
Sunday Goods | Black Lime Special Reserve,https://ddd33q3967xhi.cloudfront.net/oOsRmBMLjNzthGuBI7w7reWe0cI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fySuEOCfmijF8o8XeeyHAwt9zjq4%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fXXzvhGjRQhm6Otoha2Tw_Black%2bLime_0773.jpg,"Flavors of pine, lemon, and black pepper are ushered in alongside uplifting euphoria, leaving you feeling tingly and relaxed.","From Aficionado Seeds comes Black Lime Special Reserve, an indica strain that descends from Woodman Canyon Oil Can, Lime Afghani, Northern Lights, Purple Kush, and Chemdawg Special Reserve. Flavors of pine, lemon, and black pepper are ushered in alongside uplifting euphoria, leaving you feeling tingly and relaxed.",Sunday Goods,"Sunday Goods is here to make people feel good with a Cannabis experience that’s just right.  To achieve this we are growing all-natural, top-quality cannabis that produces specific effects through high-integrity growing. Effects that shine through our respect for the whole-plant.   Out of our 320,000 square foot facility, we produce sun grown, soil fed, geothermic well-raised greenhouse controlled, air dried cannabis flowers.  We are infusing our cannabis in a range of accessible products and respecting the magic of the whole plant through clean extraction methods."
Sunday Goods | Bubba Kush,https://ddd33q3967xhi.cloudfront.net/Ca7j_wbDclqiNOdi1EEOaF49TkQ=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f86fCvqP_6Mk88W2o9y9heCCEfBU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fP460QfZGQyeK5urrBLnC_Bubba%2bKush_0714.jpg,"Delighting the palate with sweet hashish flavors and subtle notes of chocolate, this indica will put you to sleep comfortably after a long day of work.","Bubba Kush is an indica strain that has gained notoriety in the U.S. and beyond for its heavy tranquilizing effects. Sweet hashish flavors with subtle notes of chocolate and coffee come through on the exhale, delighting the palate as powerful relaxation takes over. From head to toe, muscles ease with heaviness as dreamy euphoria blankets the mind, crushing stress while coercing happy moods. Bubba Kush exhibits a distinctive, bulky bud structure with hues that range from forest green to pale purple.

Bubba’s stocky plant stature and bulky bud structure suggest Afghani descent, but its genetic origins aren’t certain. The breeder whom this strain was named after states that Bubba Kush emerged just after 1996, when an OG Kush hybrid pollinated an unknown indica strain obtained in New Orleans. The mother plant was supposedly Northern Lights, but the genetically ambiguous indica was simply called “Bubba.” Bubba Kush has flourished from its California roots ever since",Sunday Goods,"Sunday Goods is here to make people feel good with a Cannabis experience that’s just right.  To achieve this we are growing all-natural, top-quality cannabis that produces specific effects through high-integrity growing. Effects that shine through our respect for the whole-plant.   Out of our 320,000 square foot facility, we produce sun grown, soil fed, geothermic well-raised greenhouse controlled, air dried cannabis flowers.  We are infusing our cannabis in a range of accessible products and respecting the magic of the whole plant through clean extraction methods."
Sunday Goods | Bugatti,https://ddd33q3967xhi.cloudfront.net/eLUfrlZ_dJCjeDjrnT1FzAZBEKo=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fsvWZ36xn1AxPzFIQcmAYJp1ldAg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fJRhT2ZPoRQKuVRCIgPyK__A6A5999-Edit.jpg,"Emanates of Sweet pine and pungent earthy notes, Bugatti OG delivers deep relaxation for the body and intense cerebral stimulation.","Bugatti OG, another member of the esteemed OG Kush family, is an indica-dominant hybrid with effects as luxurious as its automotive namesake. A sweet pine aroma familiar to OG Kush enthusiasts emanates from Bugatti OG’s resin-caked buds. Deep relaxation anchors the body, but intense cerebral stimulation lifts the mind to faraway escapes from aches, pains, and stress.",Sunday Goods,"Sunday Goods is here to make people feel good with a Cannabis experience that’s just right.  To achieve this we are growing all-natural, top-quality cannabis that produces specific effects through high-integrity growing. Effects that shine through our respect for the whole-plant.   Out of our 320,000 square foot facility, we produce sun grown, soil fed, geothermic well-raised greenhouse controlled, air dried cannabis flowers.  We are infusing our cannabis in a range of accessible products and respecting the magic of the whole plant through clean extraction methods."
Sunday Goods | Chemdawg ,https://ddd33q3967xhi.cloudfront.net/vxBnmu7FeUk_jTRa33vnI7-UcY8=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fJbSEsO4Te6HcJ573z2lqlcj8LHM%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252faqfoABcmQfa3PcI8ysRt_SG%2bJar%2b2.jpg,"Lemon and citrus flavors characterize this fast acting indica dominant strain.   Chemdawg is known to deliver a full-body, relaxing effect.","Part of the prominent line of Chemdawg strains, Chemdawg 4 is unlike its counterparts as it is indica-dominant. Known to affect users with a head sensation within the first five minutes, the effects can often be full-body. Its smell has been likened to citrus or even Pine-Sol, with a lemon flavor.",Sunday Goods,"Sunday Goods is here to make people feel good with a Cannabis experience that’s just right.  To achieve this we are growing all-natural, top-quality cannabis that produces specific effects through high-integrity growing. Effects that shine through our respect for the whole-plant.   Out of our 320,000 square foot facility, we produce sun grown, soil fed, geothermic well-raised greenhouse controlled, air dried cannabis flowers.  We are infusing our cannabis in a range of accessible products and respecting the magic of the whole plant through clean extraction methods."
Sunday Goods | Chemdawg #5,https://ddd33q3967xhi.cloudfront.net/EuNqBhcyoQo2Yh03SvnqA5poaL8=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fYvCPBjZhT_Ip3M_CvqLGWrRpVlE%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fdUX4wbwZTRWvRGNEiMyn_Chem5.jpg,"The original source of powerhouse strains like Sour Diesel and OG Kush, Chemdawg is known for its distinct, diesel-like aroma.","Chemdawg has developed quite the name for itself over the years. Between its mysterious origin, ambiguous genetics, and the plethora of successful crosses the strain has produced, Chemdawg has practically secured itself a permanent place in the cannabis hall of fame. The original source of powerhouse strains like Sour Diesel and OG Kush, Chemdawg is known for its distinct, diesel-like aroma. Pungent and sharp, you’ll be able to smell this hybrid from a mile away. 

Cannabis newbies be warned: Chemdawg tends to be very potent. Depending on grow conditions, this strain tends to have THC levels of 15-20%. Consumers can expect to have a very cerebral experience, coupled with a strong heavy-bodied feeling.",Sunday Goods,"Sunday Goods is here to make people feel good with a Cannabis experience that’s just right.  To achieve this we are growing all-natural, top-quality cannabis that produces specific effects through high-integrity growing. Effects that shine through our respect for the whole-plant.   Out of our 320,000 square foot facility, we produce sun grown, soil fed, geothermic well-raised greenhouse controlled, air dried cannabis flowers.  We are infusing our cannabis in a range of accessible products and respecting the magic of the whole plant through clean extraction methods."
Sunday Goods | Dank Commander #6,https://ddd33q3967xhi.cloudfront.net/t_cXAYV0y2sv2HUGCiyKPagqLl4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f072k9LibWmLnNegHYpz3NXkfcOU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fLSrcKYlwTq2fz3uHitwn_Dank%2bCommander_0917.jpg,"Old-school genetics make this unique scented hybrid a cup winner. Lemon lime fuel resonates throughout, with hint of pine/alpine flowers and skunk.","Dank commander is a Catpiss OG, bringing old-school genetics with the a modern twist. Unique scented hybrid has typical OG hints of lemon lime fuel and Kush but this cross brings a lot of pine/alpine flowers and skunk to mix.",Sunday Goods,"Sunday Goods is here to make people feel good with a Cannabis experience that’s just right.  To achieve this we are growing all-natural, top-quality cannabis that produces specific effects through high-integrity growing. Effects that shine through our respect for the whole-plant.   Out of our 320,000 square foot facility, we produce sun grown, soil fed, geothermic well-raised greenhouse controlled, air dried cannabis flowers.  We are infusing our cannabis in a range of accessible products and respecting the magic of the whole plant through clean extraction methods."
Sunday Goods | Dawg,https://ddd33q3967xhi.cloudfront.net/lsu8KR9zG2NT0ALDQcPF-NnkXoM=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fiVh3F8RUKT5TT0sKYSRkFTTUpMw%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fWoUYJhWCQlGcR0Coacyz_DawgCrockets_0694.jpg,SFV OG x Chemdawg,Sunday Goods' unique cross between SanFernando Valley OG and Chemdawg,Sunday Goods,"Sunday Goods is here to make people feel good with a Cannabis experience that’s just right.  To achieve this we are growing all-natural, top-quality cannabis that produces specific effects through high-integrity growing. Effects that shine through our respect for the whole-plant.   Out of our 320,000 square foot facility, we produce sun grown, soil fed, geothermic well-raised greenhouse controlled, air dried cannabis flowers.  We are infusing our cannabis in a range of accessible products and respecting the magic of the whole plant through clean extraction methods."
Sunday Goods | D. Kush,https://ddd33q3967xhi.cloudfront.net/Bts3xX5ojXGJvaa6AXHj-ISINps=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fFxLQRqzLrZn0OPP7ECptEj6MHxc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fmgyDunL8QNmM5YVgpWZI_D%2bKush_1017%2b1.jpg,"Sunday Goods' D. Kush emits a sweet, piney, musky Chem flavor that eases users into a relaxed and euphoric state of mind.","Sunday Goods' D. Kush emits a sweet, piney, musky Chem flavor that eases users into a relaxed and euphoric state of mind. It's characteristics live up to it's lineage, a cross between SFV OG Kush and the legendary Chem D cut.",Sunday Goods,"Sunday Goods is here to make people feel good with a Cannabis experience that’s just right.  To achieve this we are growing all-natural, top-quality cannabis that produces specific effects through high-integrity growing. Effects that shine through our respect for the whole-plant.   Out of our 320,000 square foot facility, we produce sun grown, soil fed, geothermic well-raised greenhouse controlled, air dried cannabis flowers.  We are infusing our cannabis in a range of accessible products and respecting the magic of the whole plant through clean extraction methods."
Sunday Goods | GG4 (f.k.a. Gorilla Glue #4),https://ddd33q3967xhi.cloudfront.net/1RhZ3DUnPc4CwU8glqjQxxgAIbU=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fNTV9H-Ft1T8A3CLorMVrh57Qh6M%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fFdtGuNYmS4yxA7o1IqXH_Gorilla%2bGlue4.jpg,"Sunday Goods brings you top quality, potent hybrid strain, Gorilla Glue #4.   Expect earthy and sour aromas to accompany the euphoric and relaxed buzz.","Gorilla Glue #4, developed by GG Strains, is a potent hybrid strain that delivers heavy-handed euphoria and relaxation, leaving you feeling “glued” to the couch. Its chunky, resin-covered buds fill the room with pungent earthy and sour aromas inherited from its parent strains, Chem’s Sister, Sour Dubb, and Chocolate Diesel. Taking first place in both the Michigan and Los Angeles 2014 Cannabis Cups as well as the High Times Jamaican World Cup, this multiple award-winning hybrid's supremacy is no longer a secret, and consumers will search far and wide to get their hands sticky with Gorilla Glue #4.",Sunday Goods,"Sunday Goods is here to make people feel good with a Cannabis experience that’s just right.  To achieve this we are growing all-natural, top-quality cannabis that produces specific effects through high-integrity growing. Effects that shine through our respect for the whole-plant.   Out of our 320,000 square foot facility, we produce sun grown, soil fed, geothermic well-raised greenhouse controlled, air dried cannabis flowers.  We are infusing our cannabis in a range of accessible products and respecting the magic of the whole plant through clean extraction methods."
Sunday Goods | Ghost OG,https://ddd33q3967xhi.cloudfront.net/LgQ0lQMut8HLUc0SbY_1FYFRqUw=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fIuAI399kWEfJvMCyXQhll5x09cM%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f1udzGfPNTwiFwQrj5CWf_Ghost%2bOG_0557.jpg,"A phenotype of OG Kush, Ghost OG boasts a strong citrus smell and a balanced cerebral and body effect.  Great for pain, insomnia, and anxiety.","Ghost OG, a phenotype of OG Kush, is loved for its balanced cerebral and body effects. Often described as simultaneously potent and non-intrusive, Ghost OG has won itself Cup awards and renown among consumers. Its strong citrus smell and crystal-covered buds hint at this strain’s strong genetics and its ability to annihilate pain, insomnia, depression, and anxiety. Though originating in the Afghanistan-Pakistan mountains, it is rumored that Ghost OG comes from the Florida mother plant Triangle Kush.",Sunday Goods,"Sunday Goods is here to make people feel good with a Cannabis experience that’s just right.  To achieve this we are growing all-natural, top-quality cannabis that produces specific effects through high-integrity growing. Effects that shine through our respect for the whole-plant.   Out of our 320,000 square foot facility, we produce sun grown, soil fed, geothermic well-raised greenhouse controlled, air dried cannabis flowers.  We are infusing our cannabis in a range of accessible products and respecting the magic of the whole plant through clean extraction methods."
