1 Product Name,2 Product Image,3 Short Description,4 Product Description,5 Brand Name,6 Brand Description
Premium Flower,https://ddd33q3967xhi.cloudfront.net/PkKObnbtloLyftkrD20kANjhNSw=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f62pA9EVUfdYXWdrPBHTvizVMex4%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fBfrtMsUURvCAmpHXu1lB_story_3.png,"Top Shelf, Ultra-Premium Flower","Top Shelf, Ultra-Premium Flower available in a variety of strains.  Check with your local retailer for current strains.",Avitas,We make really good stuff.
Purple Trainwreck,https://ddd33q3967xhi.cloudfront.net/6dHDGE9HmhgnJGfjpOZ9BhR-BRM=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fN1kEbatxJ7nCfGocPGK8G7NsZtM%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fhsb2pXfTvWEJUX3hvhGh_trainwreck.jpg,Purple Trainwreck packs a punch with its quatra cross traits offering sativa fans a spicy citrus and sweet grape taste.,"Delivering euphoric energy, this purple incarnation of Trainwreck uplifts and relieves whatever your ails. Sativa Dominant Hybrid. (Afghani Indica x Mexican and Thai Sativa x Purple Thai x Haze). Aroma:: sweet berry and spicy earth tones. Effects:: high energy, creative contemplation and euphoric.",Pioneer Nuggets,"Founded in December 2013, Pioneer Production and Processing LLC is a first of its kind Washington State licensed manufacturer of cannabis products.  Located in Arlington, where the pioneer trail ends... but the pioneer spirit has never left."
SAPPHIRE KUSH,https://ddd33q3967xhi.cloudfront.net/_byLzPR9zEcLWbw3PN5_7F6EEOI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fQ2hKrItJT8JxrVeIC9cgjSTTgG4%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fdnfRGVFtTGSXr75qyIaF_flowertin-text_sapphire.jpg,SAPPHIRE KUSH (20% THC),"For the positive thinkers, Sapphire Kush is a mix of purples, greens, red hair and lush layers of trichomes that offer a deeply euphoric and open effect. A classic Kush texture and quality, this strain is a true smokers delight, perfect for daytime pain relief without the lethargy. Sapphire Kush has energetic and extroverted effects for those seeking such qualities.",Northern Emeralds,"Northern Emeralds is the premier cannabis brand to emerge from the Emerald Triangle, America‰Ûªs original home of boutique flower.  We combine distinct heirloom genetics with a  proprietary, innovative cultivation process perfected over decades.  We offer our partners a product of unparalleled quality, consistent from batch to batch, supplied with impeccable reliability.  We take pride in our rapid sell-through rate and growing recognition among connoisseurs.  We passionately believe responsible cannabis consumption is a benefit to the health and wellness of our community, and we are committed to setting the standard for excellence as our industry evolves.  We are in relentless pursuit of the cannabis plant‰Ûªs  true potential and are proud to be a lead producer of California‰Ûªs newest craft crop."
Blueberry Silvertip,https://ddd33q3967xhi.cloudfront.net/urRdKGYtlHz1OS2XcTow-Yc8iQo=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2favlkHaoxsyeuTkydGxwCEqdmbgw%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fr1129VmYSl6lQ0EBTJ6g_bbst_flower.jpg,"DJ Short Blueberry x Montana Silvertip. Sweet, Fruity, and Frosty.","Blueberry Silvertip is grown from the likes of Afghani, Purple Thai, and Big Sky's Grandaddy Purple, and Super Silver Haze. Silvertip relives muscle aches, anxiety, and migranes. Aroma:: sweet berry, earthy forest, and skunk overtones. Effects:: mental lift, muscle tension, stress and headache relief.",Pioneer Nuggets,"Founded in December 2013, Pioneer Production and Processing LLC is a first of its kind Washington State licensed manufacturer of cannabis products.  Located in Arlington, where the pioneer trail ends... but the pioneer spirit has never left."
Cannatonic,https://ddd33q3967xhi.cloudfront.net/7JQSr_S2iYBb7h8ZvN597QA0ulE=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f4R8-qUgT9evM5j4ByUXZUaiimkQ%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fcdn.filepicker.io%252fapi%252ffile%252fZ7RyEMkOQgtFm5ucnQrp,"Cannatonic will leave you not so cloudy, providing a little more mental clarity than some strains.","Cannatonic is a hybrid, MK Ultra crossed with G13 Haze. This strain has an earthy, pine and wood smell. Cannatonic is high in CBD leaving the user very relaxed, with a very physically relieving, strong body high. Cannatonic will leave you not so cloudy, providing a little more mental clarity than some strains.",Cannasol Farms,"Nature intended for plants to be grown in the sun, and at Cannasol Farms, it is our dedication to growing the finest cannabis for over 20 years that led us to recognize that sun grown plants produce a better product. With dozens of unique strains, we have spent years perfecting the art and science of sustainable cannabis.Because we believe cannabis only reaches its full potential in a natural environment, we grow our plants under the powerful Okanogan sunshine. Our complex sativa dominant strains take longer to mature, and their colas (the flower of the plant) need natural full spectrum sunlight to develop mature trichomes, which leads to more potent and rich cannabinoid profiles. You can see, smell, and taste the difference.Because quality takes time, we don‰Ûªt rush the plant. Many growers get eager to package their product, leaving it too green and raw. In order to achieve a more complex and refined terpene profile, you need time to slow cure as you would a fine tobacco or coffee. Cannasol Farms proudly slow cures our flowers for taste and experience rarely achieved in cannabis today. We select the best colas of the harvest to be hanged dry and slow cured in cool, low oxygen conditions. This allows the chlorophyl to degrade which smooths the smoke and allows the terpenes to be fully expressed, enhancing the cannabinoid profile. Cannasol Farms proudly long cures our flowers for taste and experience rarely achieved in cannabis today.Cannasol cannabis is pure and natural, free from harsh pesticides and artificial chemicals. Only baking soda, potassium bicarbonate, and vinegar is used to prevent mildew and mold and regulate PH."
Cascade Lemonade,https://ddd33q3967xhi.cloudfront.net/mmraAppXziior4lZnU0Qh7Jz13s=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fnSPiWatkPjNpx-uAEf8xKDthsMo%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f6oN7NkXvRTyUZuyTxm3X_Cascade%2bLemonade.jpg,The really lush and tart smoke has a sweet finish followed by a super floaty head and body high.,"Type | Hybrid (Sativa Dominant)Genetics | Lemon Dream x Super Lemon HazeThe really lush and tart smoke has a sweet finish followed by a super floaty head and body high.",Phantom Farms,"Phantom Farms, a licensed recreational cannabis producer, was founded in Oregon in 2008 on the principle that the best products come straight from the earth. We cultivate Clean Green Certifiedå¨ cannabis using organic methods, sustainable practices and volcanic filtered water in both our indoor and outdoor facilities. No exceptions. When aligned, these factors provide for a flourishing ecosystem ‰ÛÒ the perfect environment for mighty tasty cannabis."
Chemdawg,https://ddd33q3967xhi.cloudfront.net/ehGbpzQp0OgHpDOOC2Lgs_mnOkU=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f4IG-AMIDM0Kgc_zGde_ZTXqUfrc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fyYXJ9NRKTbKCJiSOhaTe_chemdawg.jpg,,,Vodis USA,"Our acclaimed master growers know that the finest quality marijuana is nurtured through respect. That‰Ûªs why our natural products are tenderly crafted, hand harvested - and a tribute to those who enabled this illustrious journey.We take pride in what we do, so that in turn, you can indulge in a smooth, full-flavored experience."
Cotton Candy,https://ddd33q3967xhi.cloudfront.net/ITET-VDz1NFZcf8POWCeromc7Dk=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fxMrV5RQTX_cEV5ExCN_TsuNoKVQ%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fcdn.filepicker.io%252fapi%252ffile%252fNIFe2G0MTHa3IdfSnJLw,"Cotton Candy is a great anytime-of-day strain, with a flavor pleasant to the most discerning palettes.","Cotton Candy traces its lineage to Lavender crossed with Power Plant. The Indica/Sativa cross delivers a taste true to its name, with a sweet, candy taste. The Sativa Power Plant genetics are a good balance to the Lavender Indica, making Cotton Candy a great anytime-of-day strain, with a flavor pleasant to the most discerning palettes. Cotton Candy is truly reminiscent of the classic carnival snack loved by many. Terpine Profile : Pine, Earth, Floral, Pungent, Citrus",Cannasol Farms,"Nature intended for plants to be grown in the sun, and at Cannasol Farms, it is our dedication to growing the finest cannabis for over 20 years that led us to recognize that sun grown plants produce a better product. With dozens of unique strains, we have spent years perfecting the art and science of sustainable cannabis.Because we believe cannabis only reaches its full potential in a natural environment, we grow our plants under the powerful Okanogan sunshine. Our complex sativa dominant strains take longer to mature, and their colas (the flower of the plant) need natural full spectrum sunlight to develop mature trichomes, which leads to more potent and rich cannabinoid profiles. You can see, smell, and taste the difference.Because quality takes time, we don‰Ûªt rush the plant. Many growers get eager to package their product, leaving it too green and raw. In order to achieve a more complex and refined terpene profile, you need time to slow cure as you would a fine tobacco or coffee. Cannasol Farms proudly slow cures our flowers for taste and experience rarely achieved in cannabis today. We select the best colas of the harvest to be hanged dry and slow cured in cool, low oxygen conditions. This allows the chlorophyl to degrade which smooths the smoke and allows the terpenes to be fully expressed, enhancing the cannabinoid profile. Cannasol Farms proudly long cures our flowers for taste and experience rarely achieved in cannabis today.Cannasol cannabis is pure and natural, free from harsh pesticides and artificial chemicals. Only baking soda, potassium bicarbonate, and vinegar is used to prevent mildew and mold and regulate PH."
Dutch Haze,https://ddd33q3967xhi.cloudfront.net/uugp6gLxfx2zhRSZQ589V_q_V3U=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fDUm6tLjDmDqaFVJAgbqvRl4vUyc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fJBYktlS7RX62zLFFiwDG_p1au0pbfdi2qloh51rid105bk476.jpg,Dutch Haze is one of Falcanna's flagship cannabis strains.  Dutch Haze is a sativa-dominant cross of classic Silver Haze and Dutch Treat.,"Dutch Haze is one of Falcanna's flagship cannabis strains.  Dutch Haze is a sativa-dominant cross of classic Silver Haze and Dutch Treat. Dutch Haze has an unmistakeable earthy/citrus aroma with a heavy lemony/fuel taste and makes you instantly energized after consumption.  Falcanna's Dutch Haze THC levels test consistently in the upper 20s and it is a good strain for pain relief, fatigue, restlessness and focus.  Dutch Haze is a high-octane strain and consumption of large amounts is not reccommended for people prone to paranoia attacks.",Falcanna,"Welcome to the Falcanna website and thank you for your interest in our products. At Falcanna we pride ourselves not only in our quality cannabis products, but also in our transparency in how we represent ourselves to customers. We believe that our clients have a right to know who they are conducting business with and we are proud to tell our story."
GG (f.k.a. Gorilla Glue) ,https://ddd33q3967xhi.cloudfront.net/I4c7edxYHkmTyFh6wiHEV-rCM3w=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fl8Jog1GWTpk16Dpu1MJysvN05kk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fbEOfHTa9QB6GPc3fjbJ0_GG.jpg,Gorilla glue #4,"Gassy , super potent",Cooks Canna,San Francisco Bay Area producer of medical cannabis flowers
