1 Product Name,2 Product Image,3 Short Description,4 Product Description,5 Brand Name,6 Brand Description
Lemon OG,https://ddd33q3967xhi.cloudfront.net/0e0JHD47Rvbuzx8-udnb56JQVAU=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fwUpzYhNPOSWJsmGr-Oo5ipDpZAI%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fQ6RWJTORfepGXkyNL1X2_lemon%2bog.jpg,Sun grown and Certified Kind Organic,22.20% THC,GENESIS PHARMS,"Wholesaler, Producer, and Processor
541 505 8367

RSO PRODUCTS AVAILABLE NOW!
CBD/THC Whole Plant Concentrate 
Personal Massage Oil
Whole Plant Concentrate Vape Cartridge


We carry Sun grown and Organic Certified Kind Flowers. 
*SHISHKABERRY
*MASTER KUSH
*DURBAN POISON
*LEMON KUSH
*LEMON OG
*VIOLET DELIGHT
*GG4
*BLACKBERRY KUSH
*DEVILICIOUS 
*STARSHIP

MORE COMING SOON!"
Lemon Sour Diesel,https://ddd33q3967xhi.cloudfront.net/Fh3YFPWoeEJ1p8afceQ3XWve7z4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f2Fan0x3lgVhY7FHPXAGEv_UBdPc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fP3Zp5iFQ4uZSgGjYXdIN_Tilray-SquareT200Bag.jpg,A hybrid cross of Mazar-I-Sharif and Skunk #1.,"A hybrid cross of Mazar-I-Sharif and Skunk #1.
Top terpenes include Pinene, Caryophyllene and Humulene.",Tilray,"Tilray is a global leader in medical cannabis research and production dedicated to providing safe, consistent and reliable therapy to patients. We are the only GMP certified medical cannabis producer currently supplying products to thousands of patients, physicians, pharmacies, hospitals, governments and researchers in Australia, Canada, the European Union and the Americas."
Liberty Reach Granola Funk Flower,https://ddd33q3967xhi.cloudfront.net/WNR7v5mDgb7D1pQ_gbDFlWMn_GE=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2ftwDhasjCx9wC8X5_ZDV6x5PYlVY%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fOHgrS1owQleS3qgASKP4_Screen%2bShot%2b2017-07-09%2bat%2b2.59.04%2bAM.png,"Once you try this super pretty purple hybrid, you'll definitely be craving more.","Bringing the funk with its extremely rich, dank, deep flavor. Derived from parent strains Forum Cut GSC (f.k.a. Girl Scout Cookies) and Wookie #15, our second Cookie strain is sure to leave you chillin’ in a happy and relaxed cerebral state. Currently testing at 23%-26% THC.
Comes in 1g, 2g, & 3.5g sizes. Bulk sizes packaged in glass/mason jars include 7g, 14g, & 28g.",Liberty Reach,"Liberty Reach ™ grown out of the mission to promote freedom, life and the pursuit of happiness, much like the founders of this great country forged the United States Declaration of Independence. Our Nation was founded on these principles as is Liberty Reach ™.

We at Liberty Reach ™ , are dedicated to cultivating those ideals in the latest industry that serves the definition of those unalienable rights. Liberty Reach ™ , is dedicated to connecting people through their legal right to enjoy pure cannabis products."
Liberty Reach Orange Kush Flower,https://ddd33q3967xhi.cloudfront.net/-GdBYMblkc3hYwznwvJygK0Lxp4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f1OyotmqUUBCs960eSLFmI5eQq1s%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fIIeKqMtXSuecDiUJqT3e_Screen%2bShot%2b2017-07-09%2bat%2b2.28.59%2bAM.png,"Named for its orange-citrusy aroma and matching taste, this delectable indica will leave your body and mind feeling relaxed and happy.","Orange Kush, the product of Orange Bud and the infamous OG Kush, is distinguishable in appearance by its dense buds with many orange hairs and trichome crystals. Its smell is sweet and orange-citrusy with soft undertones reminiscent of floral perfume. Everything about this strain is pleasant and enjoyable, starting with its taste: nutty, full-bodied, and slightly sweet followed by a smooth, earthy aftertaste. An orange flavor definitely comes through. Besides its intoxicating smell and taste, Orange Kush smokes very smoothly and will ease your body into relaxation while lifting your spirits and leaving you feeling refreshed and content. Great for depression, stress, insomnia, pain, muscle spasms, and anxiety. This strain is perfect for those suffering from social anxiety as well as the introverted types looking to boost their creative processes. Comes in 1g, 2g, & 3.5g sizes. Bulk sizes packaged in glass/mason jars include 7g, 14g, & 28g.",Liberty Reach,"Liberty Reach ™ grown out of the mission to promote freedom, life and the pursuit of happiness, much like the founders of this great country forged the United States Declaration of Independence. Our Nation was founded on these principles as is Liberty Reach ™.

We at Liberty Reach ™ , are dedicated to cultivating those ideals in the latest industry that serves the definition of those unalienable rights. Liberty Reach ™ , is dedicated to connecting people through their legal right to enjoy pure cannabis products."
Lion's Milk,https://ddd33q3967xhi.cloudfront.net/obDT3QyOuZSnaaXWVHdzru2N5Ik=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f1OJCKMeVE9JpPzSVetz6yWDirK4%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fyxmvyjjhT7ucjoHCdR2t_Lion%2527s%2bMilk.jpg,Pure Kush suge x Appalachia [Green Crack x Tres Dawg],"Indica 

This strain brings the user an instant psychedelic uplift followed by a gentle exhale of relaxation and body relief that almost inevitably results in sleep.",Yerba Buena,Clean Green Certified & Certified Kind. OLCC-licensed recreational producer in Oregon. 21+ only.
Malawi,https://ddd33q3967xhi.cloudfront.net/nmvPK2MWhexSDgD57S5JGMl59hU=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2ffubDU30fAuBVm1WUYO2U4rmevcQ%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fd4zJZ3NpRaSfxVc6mLeC_malawi.jpg,,,Vodis USA,"Our acclaimed master growers know that the finest quality marijuana is nurtured through respect. That’s why our natural products are tenderly crafted, hand harvested - and a tribute to those who enabled this illustrious journey.

We take pride in what we do, so that in turn, you can indulge in a smooth, full-flavored experience."
Maple Wreck,https://ddd33q3967xhi.cloudfront.net/1zGekr-lgsPOevh6VOfnk53yqrw=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fjM5xb1ZfBuONKLxY3jOhULWr9U4%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fcV25DHLxSZ6rN6uGEGoO_Maple-01.jpg,"Cerebral and euphoric, with a light calming body effect.","Maple Wreck has a rich aroma of maple syrup mixed with woody bark. After exhaling this tasty strain, the exquisite flavor lingers on your palate. The effects of this Trainwreck hybrid are mostly cerebral and euphoric with a light, calming body effect.
Average THC 22.87%",Frosted Flowers,"Frosted Flowers prides itself on purity, quality and consistency. All of our products are laboratory tested for potency, terpenes, pesticides, residual solvents and microbiological count. Our master grower has perfected the art of cultivating perfectly formed trichome stalks with swollen resin glands and extremely unique terpene profiles. Most of our strains test above 20% cannabinoids and include HighTimes winners. Frosted Flowers consistently produces superior products that collectives and consumers have grown to trust.

All of our flowers are grown utilizing semi organic cultivation techniques. We irrigate with a top feed recirculating system and a rockwool blended base. This enables our master grower to know exactly what each plants need is and adjust their nutrients, feeding schedules and ambi-ent environment appropriately.  Doing so ensures each plant achieve its maximum potential."
"Maui Waui, Single-Strain Pak",https://ddd33q3967xhi.cloudfront.net/XdZjG2XHhc-uJ6n3cpxoXEj493Y=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f9AvM2t2b2dcfoWZjf3YD2uc8m1s%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f8nxaixjZRTaaYhLqA1yH_huxton-maui-waui.jpg,Available in one eighth and one gram paks,This native Hawaiian genetic comes stacked with aromas of tangerine and island citrus. Look for a unique bud structure and sweet smoke to provide a fresh energetic experience.,HUXTON,"HUXTON is devoted to complimenting your lifestyle. 

Our cannabis strains result from small-batch, top canopy, hand-treated grow facilities. Our innovation results from HUXTON being one of the first experience-based cannabis brands in the US. We understand our HUXTON tribe, and have continuously honed the journey from farm to dispensary with them in mind. Enjoy proudly. 

*We treat our products naturally from soil to packaging, and hold ourselves accountable to regular testing for ensured consistency and quality."
Mendo Breath,https://ddd33q3967xhi.cloudfront.net/vpzU2GwrXvO7--tmIzIvS98UUEo=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fQo-JIT-GcM6tINuk-IbCs6oej3Y%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f53kaNMRmRUiyL6DjzTAF_Black_MDB.jpg,Hybrid,Dense frosty buds that reek of sweet vanilla and caramel. Powerful body high meant for treating pain and discomfort.,Matrix NV,A medical marijuana cultivation facility dedicated to growing the highest grade medicinal cannabis and advancing cultivation and extraction technologies.
Million Dollar Baby,https://ddd33q3967xhi.cloudfront.net/NNyyC2Gk44K6oSpvmkeUTKqC0Ow=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f5_4vYMKE6b9cN1iCw0LsufWpjuU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f4plhfsvQqywjtn8TvOLh_MillionDollarBaby-flowermedizin.png,The Million Dollar Baby strain is a cross between GSC (f.k.a. Girl Scout Cookies) and Cherry Pie.,"Best For: anxiety, insomnia Also Used for: severe pain, insomnia, lack of appetite, relaxation

The Million Dollar Baby strain is a cross between GSC (f.k.a. Girl Scout Cookies) and Cherry Pie. Because of its genetics, its effects are very similar to that of GSC (f.k.a. Girl Scout Cookies) but with far more potency and flavor. Million Dollar Baby is extremely flavorful and relaxing. The flavor of this strain is pure cherry with a touch of mint. Sensations: euphoric, happy, relaxed",Medizin,"As a premier Las Vegas dispensary and cultivation, Medizin exists to provide compassionate, dignified, and affordable access to medical cannabis for approved patients in Nevada in safe, clean, state-of-the-art facilities. Our dedicated staff has been trained to be highly knowledgeable about each of our products, and also which product would be best suitable to each patient’s unique needs."
