1 Product Name,2 Product Image,3 Short Description,4 Product Description,5 Brand Name,6 Brand Description
Purple Tangie,https://ddd33q3967xhi.cloudfront.net/RePbCi2nbfZn5tC5ZgOJjpBjAWg=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fFkO6kyH0OB4vBqgbb0DkhgJNaSE%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f6sjLkPXDRnjBT9G9dVBY_Purple%2bTangie.jpg,"Tangie being the amazing, award winning strain that it is has a few noted phenos, the Purple Tangie is a favorite among lovers of the smooth citrus sativa.","Tangie being the amazing, award winning strain that it is has a few noted phenos, the Purple Tangie is a favorite among lovers of the smooth citrus sativa line.  Every leaf stayed green up through harvest with the buds through mid flowering turning a deep delicious purple, though not as potent as some newer hybrids, any sativa connoisseur will choose this based on taste and smell alone. 
THC: 14.1%
30% Indica / 70% Sativa
Genetics: Tangie x Purple Tangie
Terpenes: (Decending)(>0.5mg/g): 2.13 Terpinolene, , 1.07 ϐ-Myrcene, 1.07 ϐ-Caryophyllene, 0.7 Linalool, and 0.5 R(+)-Limonene",Taste Budz,"We focus on terpene/resin production with high THC content on most of our strains ranging from low strains we cut from our line 11-14%, to our average strains hitting 20-25% and our Grape Soda hitting as high as 30% Total THC.  Our name, Taste Budz, says it all as our product packs a flavorful bowl that tastes just as good and pungent as it smells in the jar."
Purple Urkle,https://ddd33q3967xhi.cloudfront.net/4SIHSsrhNKj1MwuqJOw5FUXctAY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fs2Angai0m0W3cDKLTry2pHl4wo4%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fVymJoVtwTby3bW6B5xbr_CropsColored_0012_PurpleUrkle5443.jpg,Purple Urkle,,Sweet As! Cannabis Co.,"We started into this business as a humble family farm with a few dedicated cannabis cultivators. We began with a goal in mind: grow the best possible cannabis with the cleanest possible methods, staying true to the values that we find important in the Northwest. We bring consistent, top-shelf quality to everything we put our name on so that when you see the Sweet As! logo, you know you are getting the very best.

From seed to packaged product, we take pride in what we create. Our products are graded on their look, smell, effects, and flavor. If it doesn't meet our idea of great marijuana, we don't sell it.

From impeccably rolled smooth-smoking joints to some of the most refined concentrates in the market, we check at every step of the process to be sure that not only is the caliber of our cannabis among the best in the Northwest, but that this quality shows in our presentation to the customer."
Rainbow Kush,https://ddd33q3967xhi.cloudfront.net/--mSbztECDsyvGeCC8UYDnGgjsE=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fKVx06BmidnziEfvstE3-IWxj4Ls%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f52yy0wriRcGWOvtOEiW4_Screen%2bShot%2b2017-10-05%2bat%2b1.30.26%2bPM.png,"tropical, citrus, berry","Breeder: Northern Cali Source
Indica Hybrid
Genetics: Phenotype of Kosher Kush X LA Confidential/OG Kush
Flavor: tropical, citrus, berry
High: happy, euphoric, relaxed, uplifted, very smooth smoke",Clandestine Gardens,"Clandestine Gardens formed with the intent to produce and process the finest cannabis in Washington State. The team optimizes extreme care in handling the product from start to finish. They practice with an old school vibe, and with knowledge of harvesting the finest of crops."
Rawdawg,https://ddd33q3967xhi.cloudfront.net/Vxf3ge2gdmbOmR866C2UYwm3FvM=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fVfDyD8fOVqm32orvW0zIkyH6CBY%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fda0BeQKSW6aDJUhTb3v6_Screen%2bShot%2b2017-10-05%2bat%2b2.02.14%2bPM.png,707 Headband X Snowdawg #2,"Breeder: Alphakronik
Hybrid, Indica Dominant
Genetics: 707 Headband X Snowdawg #2
Flavor: earthy, skunk, citrus, lemon
High: Uplifted, happy, euphoric, relaxed",Clandestine Gardens,"Clandestine Gardens formed with the intent to produce and process the finest cannabis in Washington State. The team optimizes extreme care in handling the product from start to finish. They practice with an old school vibe, and with knowledge of harvesting the finest of crops."
Rebel Tangie Kandy,https://ddd33q3967xhi.cloudfront.net/vA7m6q4aYwXGrnv_LvGrmlgWN9g=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fc9X8lcenUX7t9ckTPQyyt3g0Qbs%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f5RiHGHUBT120JplDGv5Q_Rebel%2bTangie%2bKandy%2bcopy.jpg,"By Rebel Spirit Cannabis, a pungent and flavorful 1:1 CBD. Tangie  by Kandy Kush. Bursts with citrusy, tangerine flavor.","Rebel Tangie Kandy, (Tangie X Kandy Kush) bred by Rebel Spirit Cannabis, is a pungent and flavorful 1:1 ratio flower sure to please. Potency testing has revealed 7% on both THC and CBD. This strain lives up to its name with flavors of sugar-covered tangerine true to its lineage. Best suited for outdoors, this strain grows to a medium height with long axial limbs that fill in nicely with frosty sweet buds. After touching this beautiful plant, you will most definitely carry that aroma with you like a perfume or cologne. If left to run full season, it will express purple and yellow as it gets colder. This girl is not a heavy feeder, and she does not like the moisture. This is a clone-only strain and is not available to the public.",Rebel Spirit Cannabis Company,"Decades ago a rebel, Uncle Mark, planted an idea that seeded a generation of like-minded people for this century. Located in the heart of Oregon’s Willamette Valley, our farm is working to preserve the legacy of Uncle Mark, our original rebel. Rebel Spirit is the culmination of years of hard work, determination, and the willingness to overcome the injustices of an oppressive era. Unfortunately, many people have suffered for freedoms that we now enjoy. The spirit of those sacrifices lives on with us now…

Rebel Spirit produces only top-quality cannabis. We understand that our customers have differing needs. We provide you with a variety of superior strains, each filled with a plethora of cannabinoids and created to breathe life into your adventure. Our cannabis strains are designed to fulfill your recreational and/or medical needs. Whether you choose the pure passion and euphoria of our rich sativas, the deep and relaxing calm of our smooth indicas, or the transcendent balance of our hybrids, we have a strain cultivated especially for you."
Retainer Service,https://ddd33q3967xhi.cloudfront.net/6zU0PWdRFEbhWiQ22NkajKkzHGY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fXYcq2eyxUHsFlo_g1uAMEUwrUo0%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f6XgPPq9oQhOM8K5oyV9S_KIMG0009%2b1.jpg,Retainer Service,"If you wish to grow your own, but need a little grow assistance through out your grow, Sign up for our ""Retainer"" service and put on retainer for three month.  We will work from a format designed specifically for your grow.",Home Grower Consulting,"Home Grower Consulting is the world’s first company dedicated to being an unbiased partner to small home growers, providing highly educated and researched answers to assist and complete a grow."
Ringo's Gift,https://ddd33q3967xhi.cloudfront.net/hZcj2gf-WI-A9OXKH0qmRn53u2Q=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fQVGkfC3BXXQvMrLytdcx7dqj9gc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fcdn.filepicker.io%252fapi%252ffile%252ferv0buxURbCFK8H0yyRt,Ringo’s Gift is a hybrid cross between Harle-Tsu and ACDC. The results are a strain rich in CBD and just as equally rich in THC.,"Named for the late Lawrence Ringo, a CBD pioneer and Cannabis Activist, Ringo’s Gift is a hybrid cross between Harle-Tsu and ACDC. The results are a strain rich in CBD and just as equally rich in THC. Ringo’s Gift produces a strong body high that can be very alleviating. Terpene Profile : Citrus, Spice, Pine, Earth, Herbal, Anise, Lime",Cannasol Farms,"Nature intended for plants to be grown in the sun, and at Cannasol Farms, it is our dedication to growing the finest cannabis for over 20 years that led us to recognize that sun grown plants produce a better product. With dozens of unique strains, we have spent years perfecting the art and science of sustainable cannabis.

Because we believe cannabis only reaches its full potential in a natural environment, we grow our plants under the powerful Okanogan sunshine. Our complex sativa dominant strains take longer to mature, and their colas (the flower of the plant) need natural full spectrum sunlight to develop mature trichomes, which leads to more potent and rich cannabinoid profiles. You can see, smell, and taste the difference.

Because quality takes time, we don’t rush the plant. Many growers get eager to package their product, leaving it too green and raw. In order to achieve a more complex and refined terpene profile, you need time to slow cure as you would a fine tobacco or coffee. Cannasol Farms proudly slow cures our flowers for taste and experience rarely achieved in cannabis today. We select the best colas of the harvest to be hanged dry and slow cured in cool, low oxygen conditions. This allows the chlorophyl to degrade which smooths the smoke and allows the terpenes to be fully expressed, enhancing the cannabinoid profile. Cannasol Farms proudly long cures our flowers for taste and experience rarely achieved in cannabis today.

Cannasol cannabis is pure and natural, free from harsh pesticides and artificial chemicals. Only baking soda, potassium bicarbonate, and vinegar is used to prevent mildew and mold and regulate PH."
Ringo's Gift,https://ddd33q3967xhi.cloudfront.net/861RI1zElqHLiFHzwRhK63H5eIk=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fpGBjLen5TrX-LS886dUQGw7MXeg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fzGdSCdJ2Rnuspri81BtQ_ringo.jpg,Delicious CBD dominant flower that's quickly become a favorite for many.,"Flower + Grower's Notes: Ringo’s Gift is a CBD dominant cultivar that comes from two well-known CBD parent strains; Harle Tsu and AC/DC. It’s named for the late Lawrence Ringo, a cannabis activist and CBD pioneer in Southern Oregon and Northern California. Ringo’s Gift has become a favorite for many, providing a mellow mix of cerebral activity and soothing, full-body relaxation. Expect sweet, flowery, and earthy flavors.

CBD 15.8%   |   THC 0.6%",East Fork Cultivars,"Mission | Develop and preserve sustainable sungrown farming methods to produce the highest quality organic CBD cannabis with a resolute commitment to environmental and social responsibility. ***

East Fork Cultivars is an OLCC licensed and Clean Green Certified® 10 acre farm located in Southern Oregon's Illinois Valley. ***

We're devoted to the development and preservation of sungrown cannabis and believe that sustainable farming methods produce superior high CBD cannabis. Our desire to provide Oregonians with a quality plant based medicine drives our selection of cultivars, or cannabis strains, that are high in CBD. ***

Our farm is in the small town of Takilma located in Southern Oregon, between the pristine waters of the East Fork of the Illinois River and the Siskiyou Wilderness — the heart of the world’s best sungrown cannabis environment. ***

Here, on our small family farm, is where all our cannabis is organically grown. We create a balanced and healthy ecosystem by caring for the soil, the water, the air, and we introduce plant partners for optimal symbiosis. ***

* OLCC Licensed, 2017
* Clean Green Certified®, 2017"
Ringo's Gift,https://ddd33q3967xhi.cloudfront.net/dHbIjLsrIFn73CHpb9ZjOMmgCTI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2ftgqWy-jv_wx6f09zMliMO7QNJms%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fvlVNTtaSX6dw0a3PwpFd_Black_RIN.jpg,CBD Strain,"High CBD strain with a mellow mix of cerebral activity and soothing full body relaxation without the ""couch lock"" effect.",Matrix NV,A medical marijuana cultivation facility dedicated to growing the highest grade medicinal cannabis and advancing cultivation and extraction technologies.
Rise Tin ,https://ddd33q3967xhi.cloudfront.net/_N_C0lQgI-jsrfQ6iNcNnm5K6r8=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fjXfABE6_IP08D9F9ClR24EbZl0Y%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f3Ai5VOySiycxseDB720w_Huxton-Rise-TIN.jpg,Eighth Tins (Hand-Select Blend),"Rise is a low-potency session blend, ideal for enriching a moment with focus, positivity and ease.

CURRENT RISE STRAINS: 
• Maui Waui
• Durban Cookies
• Aloha",HUXTON,"HUXTON is devoted to complimenting your lifestyle. 

Our cannabis strains result from small-batch, top canopy, hand-treated grow facilities. Our innovation results from HUXTON being one of the first experience-based cannabis brands in the US. We understand our HUXTON tribe, and have continuously honed the journey from farm to dispensary with them in mind. Enjoy proudly. 

*We treat our products naturally from soil to packaging, and hold ourselves accountable to regular testing for ensured consistency and quality."
