,product_brand,product_image_links,product_name
241,Green Rush Solutions Inc.,https://ddd33q3967xhi.cloudfront.net/aYpXy9zQdMVi5ZnsMSWhtlhLiT0=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fIABStaExZ1VB2bs4W9e9Jis4GlE%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252ficMu8ldATFyiwa6Scb8J_16641849_1213385375382791_1945289214908170240_n.png,40 Grams Per Day (200 Plants)
242,Green Rush Solutions Inc.,https://ddd33q3967xhi.cloudfront.net/pz77gN4J36sDN5budDIEx4pNXyA=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f8cbmNe-v3VPMqyZFdNDVb2BG1Ns%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fDswZHTsTKilLrL6N0NSA_16641849_1213385375382791_1945289214908170240_n.png,50 Grams Per Day (250 Plants)
243,Outlaw Cannabis Company,https://ddd33q3967xhi.cloudfront.net/Ld2vLfdmluZdqCYkK0M3uWka3uI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fiQwg0G8clkrZ-BJay8zlOhalxl4%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f3LlN99P3RKSjeIlEW4Ce_5-g.jpg,5-g Blue
244,Dicot Farms,https://ddd33q3967xhi.cloudfront.net/e4YVruSzGmnCTDDU-xQ--gKsvt8=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f2rsN8EBo0cIpwIvyvIwvza25Dyg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f8UGdJzVYRNKyKzUc8S09_headband.jpg,602 Headband
245,Green Rush Solutions Inc.,https://ddd33q3967xhi.cloudfront.net/0SQCKJGsOkdqwgDggkqBR2KEbBc=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fjv8FJxOtd6FueKxb2LuOpg_sY08%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fM4aru4IARLqIWXAzbeZl_16641849_1213385375382791_1945289214908170240_n.png,60 Grams Per Day (300 Plants)
246,Green Rush Solutions Inc.,https://ddd33q3967xhi.cloudfront.net/iq1IOPgy6g7U1n21z4J08J5R7iE=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fsNMap1sVEQYNv1RQADnOyc3dvzk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fHeFa80bZSiPAJRme0nQ7_16641849_1213385375382791_1945289214908170240_n.png,70 Grams Per Day (350 Plants)
247,Green Rush Solutions Inc.,https://ddd33q3967xhi.cloudfront.net/K32Q9X-8pGt8kLq40wAfV6isMek=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fau3rk26Dggy1NA5DLsXiimXtP3c%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f9sBEmXaRSmzEA2rZoeag_16641849_1213385375382791_1945289214908170240_n.png,80 Grams Per Day (400 Plants)
248,Clandestine Gardens,https://ddd33q3967xhi.cloudfront.net/I6dfIKNScLzcOA_x9Uzaec8QKYY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fanSUULV3S4PkVcSahV2vd7W_eb4%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252ftc6sOHi8TMuYotJlXmdn_9lb.jpg,9lb Strawberry 
249,Pintail Gardens,https://ddd33q3967xhi.cloudfront.net/Hi6JDCi69EWTwex4ku8bfPWjJBc=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fyAZ9iDI9PCY61l-VKhAattyGlo8%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fVOsSxa3jTeGNqtPdDwCJ_angeladawnphoto-2982.jpg,9 Pound Hammer
250,SoulTonix,https://ddd33q3967xhi.cloudfront.net/x33CNR408zFePVO7-NRWn4ZKtSw=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fGihgjdAyOJHixqajiS1_AfWOV04%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252ftD0My6AQSGKy0btLdm8y_Abusive_O.G_logo.jpg,Abusive OG Kush
251,Red Frog Cannabis,https://ddd33q3967xhi.cloudfront.net/Lun1VcoPj_t92uyjIpac8aLRUJU=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fqMepTnSfKBVtsWWiTLJGm4G2qbU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fMcpnnMpSDWbrY6fiprxR_ACA.jpg,Acapulco Gold
252,Dream City,https://ddd33q3967xhi.cloudfront.net/VyMhL181r35_knpnWNT2hwjtP-4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f92XKsonuu7w0PDOMbu5KMd7pyQc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fnQpb8kdOQKePQNPXs6mQ_acupulco.jpg,Acapulco Gold
253,Winberry Farms,https://ddd33q3967xhi.cloudfront.net/_yppBX8p92P5E_SygzRrjWE6H5s=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fFve9tBEcw3JGphCXGUgft3zlp0E%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f30e4BIkbSuCmEG46jYDw_acapolco.jpg,Acapulco Gold
254,Something Tight,https://ddd33q3967xhi.cloudfront.net/_CNBe-pklHY9qKs0PGmr5nL6gno=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fgx4ltprxnSAMlGL3twh-DMnN1aY%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fAYrH8Vj8QPaQPZsiqA9i_A%2bDub.jpg,A Dub
255,Something Tight,https://ddd33q3967xhi.cloudfront.net/wFpegPyja6I1ysV1-x6txkGXuBY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fAVGUxauik6DDKIIgzQffMqXbUrQ%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fIIAabMLzSE2V6dlR6LGJ_A%2bDub%2bOrganic.jpg,A Dub Organic 2400/Unit
256,Clandestine Gardens,https://ddd33q3967xhi.cloudfront.net/XDl1DU-I1W802Kra1neduMih2io=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f5ClUN6SK7tWz8Y4FHTIMosiunZ0%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fBLKFIgZsSP6hi5jUB13B_Screen%2bShot%2b2017-10-05%2bat%2b2.03.08%2bPM.png,Afghani Kush
257,Healing Light Bodega,https://ddd33q3967xhi.cloudfront.net/lkSaWSu0hhAuMtTUQUJErEAEjCY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2ffxQW9X08cfbrFJ3QM-a1B1CE7Fk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fs0IwEAZXT4ilfpBQkB8S_kush.jpg,Afghan Kush (Delete) 
258,Soulshine Cannabis,https://ddd33q3967xhi.cloudfront.net/HL270PT5iTf-w8lhFLLV3kr-s4A=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fCWh-WvgufhATO_7FBD8jOqh-jxM%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fCeuIrhiQQqSJIQNa1siP_SSC_LOGO_medRedsquare.jpg,AK-47
259,NorthSide Greens,https://ddd33q3967xhi.cloudfront.net/qMCd5x0xRbSJ-gvP_1kA3gDb2FA=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2frtXNhazNRPKCEI2EbvdRmSXL9zU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fxupGkqJmSrKZfirmuBNe_received_1205752832881347.jpeg,AK48
260,Yerba Buena,https://ddd33q3967xhi.cloudfront.net/d1-osRhbJzG5_eQ8hKy6yIOxe6k=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2favmCBjz2xCbkdaTX-BaZSYIjUd8%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fsgGaBBnROeUfk0SYh0mA_ak.jpg,AK-48
261,7 Points Oregon,https://ddd33q3967xhi.cloudfront.net/0SZ_P6jA6F-0fPhu850aNZSLGN4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fspQIFfoGEmMh5AzUJP5SmQD6FXk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fAgEWtCQoSR7IYJ8M1rOg_AlbertW.jpg,Albert Walker
262,Dream City,https://ddd33q3967xhi.cloudfront.net/JKqVrrWJ9schkheTHBZGhsr1VgA=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fw-Gz5ePWxUC02bhjquq-8HnqcDI%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fIy96dBzXSUWlBlnz7pRA_albert.jpg,Albert Walker
263,Cannasol Farms,https://ddd33q3967xhi.cloudfront.net/R4JWyEC9GSDGfThwZXTY05r8HGE=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fNAv8guiBzH_L57lpx_cMbdm8BNk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fcdn.filepicker.io%252fapi%252ffile%252fVWBoVJGfS7icPYAToAfe,Alice in Wonderland
264,Nebula Gardens,https://ddd33q3967xhi.cloudfront.net/374lmnbU4ZvgY7xDCN-rvA7-5pg=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2faf3oV07dwKqanW_sFU2DvNczKkQ%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fp0hnVJBWQaq6I4XwW2Ay_Alien%2bDawg%2bMacro.jpg,Alien Dawg
265,Artizen Cannabis,https://ddd33q3967xhi.cloudfront.net/psyTkpPZPKOOPINKgAD8zvQPg-0=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2feooXpdD2SMM_NGmeS3tPtEC9gbA%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fyib5KvIyRUC4c8swk2K6_allenwrench-bag.jpg,Allen Wrench
266,Soulshine Cannabis,https://ddd33q3967xhi.cloudfront.net/KuhgFpOLRLvK02lB28O8Qjate40=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fUSZRqpm1pP3l-etwsvBXCNmkvmI%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fTcUodMS9QSn48baTzu08_Aloha1g_cutout.jpg,Aloha
267,HUXTON,https://ddd33q3967xhi.cloudfront.net/2SJD0mWDVTimK63kB7oSBccrArY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fLa40zdj3tHidxHfZEHFhDkCeF0Y%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fUFcdooGOQ2Ozl5OTXZzx_huxton-aloha.jpg,"Aloha, Single-Strain Pak"
268,Rogue Farmer ,https://ddd33q3967xhi.cloudfront.net/vvCd_Hb8E4Y1Vzu_zOB9OKx9Tws=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fKbo0vfLR1XYXT1f1fEKWLKZtCxE%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fSWiE9DLTzmOYtMqAOZBg_ambrosiakush6.JPG,Ambrosia Kush
269,Pearl Pharma,https://ddd33q3967xhi.cloudfront.net/VaTYI3vr8VBNc_b6UsGxtRlEOtk=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fAPrs1DE_-QJm4ZiskracwyFeDjo%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fIVyIll9oQx8QEpDqzK7O_amg17.jpg,AMG #17
270,Pearl Pharma,https://ddd33q3967xhi.cloudfront.net/s7aRV9fdBeEekQD5VgC-NiHQjFo=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fTtYqqr1JUcpnjQZGGlPhT0N2CGA%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fHwWfVYiTaWOBhPBJSVcT_amg21.jpg,AMG #21
271,Mad Mark Farms,https://ddd33q3967xhi.cloudfront.net/qLpZxFKN4hXoFf5hk7HuPyFwaTk=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f3PRDmf55toPmOO77CXU5R58fr-k%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fdq02rqpSqCkVMaTVfNWd_amnesia-007.jpg,Amnesia
272,Clandestine Gardens,https://ddd33q3967xhi.cloudfront.net/aoSwc0oQXPAh_TAZs3KuIZeG5nU=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fk4mfhnoqITTyK1hrCV9JtrRW9is%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252ffZ0A5oy1R7yplocBOwNK_Screen%2bShot%2b2017-11-07%2bat%2b9.42.58%2bPM.png,Amnesia
273,Apollo Grown,https://ddd33q3967xhi.cloudfront.net/0br1xBtNltOUfbuHZPYEjV28Tu8=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fzleXO5HHR8LjmlTYicUmMBK4A9I%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fygVJKFwSWuAeHLcxAliv_animal-cookies-flower-1600x1600.jpg,Animal Cookies
274,Dream City,https://ddd33q3967xhi.cloudfront.net/tyInt_TmFTU1FyCgn6MOdrNO7Sk=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fntCLkteC2n25FpMk0l4HnyRdK-I%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fqZNWo1kxSC2QbCmVpyf6_applejack.jpg,Apple Jack
275,Clandestine Gardens,https://ddd33q3967xhi.cloudfront.net/WSxDwoDJVaXQcF9KXhUF1LWV-1U=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fgm3b3-xl4eZmwTDHzplBAbO9fYI%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fng44Zu6tRheoXJuq6HMl_Screen%2bShot%2b2017-10-05%2bat%2b1.22.55%2bPM.png,ATF
276,Yerba Buena,https://ddd33q3967xhi.cloudfront.net/3-SB4lukJ9vJHz4SruXgWeKWyTU=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fb4R0T7qpeyR1BqIU5AW54mzOLLg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f8YbcGNxQMK1ePKL9hFMw_banana.jpg,Banana Kush
277,Outlaw Cannabis Company,https://ddd33q3967xhi.cloudfront.net/LOKWdj9i2Dn08FV2ApMHRnEc34I=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f-hd8Q-0Z_L7vmPdo-9O3TgyoWmo%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fG0SeE5qWSTGgeM4s3XHk_banana.jpg,Banana Kush 
278,Yerba Buena,https://ddd33q3967xhi.cloudfront.net/nmiUOvr9o2t9zMe7LjT7tw42tAM=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fFfqero2QQXNSDnEsMnmAU92I43w%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f3nmlkOfSGyFqJumCU1Cw_banner.jpg,Banner
279,Bedford Grow,https://ddd33q3967xhi.cloudfront.net/MDf66WziCy3C-XzKf_F48qQEpyI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fbSIUbVJf988__GoaKVwbrDSiW1s%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fJQQ3cuLxTKu7YpiEnvPr_bedford%2bblue%2bdream_dry%2bflower_bedford%2bgrow-4.jpg,Bedford Blue Dream
280,Bedford Grow,https://ddd33q3967xhi.cloudfront.net/l3RUkITsBd-Kkugsb_9Ien_4Og8=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fU7ltRZFsWhncMMkga4Mukysy7yc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fBvsFiyKzQgmokXlve8WW_bedford%2bOG_dry%2bflower_bedford%2bgrow-8.jpg,Bedford OG
281,Connected Cannabis Co.,https://ddd33q3967xhi.cloudfront.net/F41y-3nyfHLMpGtjsKi3oB_CwgY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f3eVExvFpQyH9SbzDMb1GLu503jY%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fTurCDyR5SmmGqLkvB1oz_bernerscooks1awatermark.jpg,Berner's Cookies 
282,Flow Kana,https://ddd33q3967xhi.cloudfront.net/h8okRMWcGeqb71rdp9_hWUvset4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fXYFXiI9k_O7CDPkoZz9RwSoXQGo%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fuKGtTCbQTFGHH95pa7Vo_BERRY%2bWHITE.jpg,Berry White
283,Flow Kana,https://ddd33q3967xhi.cloudfront.net/5hNZY5VkdndAqRAMINPfImSO3yU=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fi5G-AiNoCf39wDFGrN92BIuzcpo%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fubw9qWgSrCi8kfX2ThKE_HOLY%2bORANGE.jpg,Big Sur Holy Orange
284,Dicot Farms,https://ddd33q3967xhi.cloudfront.net/L7MQFuQc_BPa5hvDon3Rj5RvA3A=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fE_i8HPT4RCTdvCpSSCACvPjXSeg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fpO41tyJQSSybdD4GGM9j_blackberry.jpg,Blackberry
285,SugarTop Buddery,https://ddd33q3967xhi.cloudfront.net/DRfGK6BPfKOSJlaimZNb7FJY-UA=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f7sDGrLiVjXNZ962uQoZt0ekcHP8%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fsDPI9aRQseSjLwrJ0DT4_Blackberry-logo.jpg,Blackberry Kush
286,GENESIS PHARMS,https://ddd33q3967xhi.cloudfront.net/TnLyy-ZPy72SEwYFa-F718vEQCg=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fiGVaUT2oOKdWtS9fFPD1klqb46w%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fKN9AzR9TsOxst41l7MDG_blakbry.jpg,Blackberry Kush
287,True Humboldt,https://ddd33q3967xhi.cloudfront.net/HiYwrcTWvmw_C_fZ_AleXUNHezQ=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fQjDDPhUH_WWvUcNmiWgxxygou6M%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fcVtx4lnQOGDIYrbl14XK_AA-%2bblack%2bcherry%2bsoda.jpg,Black Cherry Soda
288,TopLeaf Canada,https://ddd33q3967xhi.cloudfront.net/apTKGVWrWXoOSZ410BYQNprlBq0=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fqSrs-3GXoMbcy482MBHjX-YBqYk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fBtfJnYyuT7uVknyuV14a_Black%2bIndica.jpg,Black Indica - Indica / Organic - BC WEED
289,Bedford Grow,https://ddd33q3967xhi.cloudfront.net/Cj1XHfHThDilw2YUsG2yUjcjYeA=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fkm8xjxKQxQ9ZP4eNGfX61Wq61Kk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fAeuasjv3T6687T4aHhEM_black%2bkush_dry%2bflower_bedford%2bgrow-10.jpg,Black Kush
290,Dream City,https://ddd33q3967xhi.cloudfront.net/xRk5HkQvLaab3ybiFzlQTOzKOaQ=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f6l1EdfPI8p_rEmOX-fwXulJ1RYs%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252ft9eBtFzoSv0uny0iKNI1_https%2b_s3.amazonaws.com_leafly-s3_products_photos_5qgR3g9mSpWXWs0tyCF4_IMG_0505.JPG,Black Russian
291,Tilray,https://ddd33q3967xhi.cloudfront.net/ROrvDmy7F1KDD4ieGDmdSKQtv1s=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fNTPmmCDlaa264AWcwDjqLBALsuQ%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f9xH2PnYlRO6ImwsBdsfv_Tilray-SquareT200Bag.jpg,Black Tuna
292,HUXTON,https://ddd33q3967xhi.cloudfront.net/ZbSPo0REvtnvSqpNynLwasdwIjU=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fhpWAGI8Y06XFx0YkPalYJBmcmGk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fjmAnxCSXmUAriRJzxjJQ_BLCK_Cannalope%2bHaze.jpg,"BLCK Flower, Cannalope Haze"
293,HUXTON,https://ddd33q3967xhi.cloudfront.net/gOrcVQbMNwlYTQ35n0uWiWj9oSo=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fcC4RZnGaT3pFETYjFAZokiPqKhY%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fFsFYaPKWQoCgFxHX1h6o_BLCK_Green%2bCrack.jpg,"BLCK Flower, Green Crack"
294,HUXTON,https://ddd33q3967xhi.cloudfront.net/HwNb_xzHNXtD_hPvnORnCyvKTpo=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fK1iUlcl0lZ8HbwwAm0O-a_Dle8c%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fWH3dBTKqRZuzQB9SAL6W_BLCK_Wonder%2bWoman.jpg,"BLCK Flower, Wonder Woman"
295,TopLeaf Canada,https://ddd33q3967xhi.cloudfront.net/us0MoEI3sLBFTwv2O0bnDH0UVis=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f44vJiHGILWJUVvekcp0i3RCnKNE%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fYzyGMM5Sla3o2n8VrJD9_Afghani%2bBlue-min.jpg,Blue Afghani - Indica / Organic - BC WEED CO
296,Red Frog Cannabis,https://ddd33q3967xhi.cloudfront.net/0brGBoCXjxqNWk1WKecooqSZb1g=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fsF3tsxk1QvJPcHpJYDhxLnVLH8I%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fiMM1U36tSp6kF8AHW9qN_blue.jpg,Blue Berry
297,Palomar Craft Cannabis,https://ddd33q3967xhi.cloudfront.net/KgZUmnN2u7-3kth5icChFI7u9uM=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f2lcsIEDYGQCWs-b-kHPEwSH-BPA%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fTuWUbQvS4ilUAcdq35qV_Blueberry%2bBomb-01.jpg,Blueberry Bomb
298,Double Dutch Farms,https://ddd33q3967xhi.cloudfront.net/U3Rp6aanG1r9CZy3S_Yw1D3OuC4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fnZ8rMr9JeRRJfiR3GW7Lc5V0W08%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fyDZIcNC4QTmqLKQsTEXx_blueberrycheesecake1.png,Blueberry Cheesecake
299,Healing Light Bodega,https://ddd33q3967xhi.cloudfront.net/9YsDzr-mM8j_8cM3PdHjBWUFzQc=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fzT9SFkUNHrjxniYcF3jzhJqamgU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fWfyotnnRQxmVX9kLsU3m_blue.jpg,Blueberry (Delete)
