,product_brand,product_image_links,product_name
661,Yerba Buena,https://ddd33q3967xhi.cloudfront.net/LfiSHoORdNLvc6o04ZR_gnE4sq4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fsQtqA3bHuVY8wI6u18gI8sqduSg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f3bsVDD8YQvKkSCMZZIQG_pineapple.jpg,Pineapple Express
662,Cascade High,https://ddd33q3967xhi.cloudfront.net/2YszAUnZDeXZ-IrTlEBTIB8ktxc=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2frV5dPRc9_sfb5566BHfqC-K1wkI%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fKCjVAnueS4yluvQLVjVx_pineex.jpg,Pineapple Express
663,Cannabis Nation Cultivation,https://ddd33q3967xhi.cloudfront.net/LeGJ4hBBCcs6DlcgrreJkcEKc-g=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fnV0gDplKC3lCADvHWDhJwb8MMz0%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fpN8EnT5QRG1eJObUqHMg_pineEX.jpg,Pineapple Express
664,Healing Light Bodega,https://ddd33q3967xhi.cloudfront.net/Fb7XXYK0aNDGHUyNgBZPtJZbCYI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fcEzV5z8iikLLOXxGFOX60jSj6Ts%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fZqZsngnQROOub7qDzvuw_pineapple.jpg,Pineapple Orange Guava  (Family Strong Farms)
665,Nebula Gardens,https://ddd33q3967xhi.cloudfront.net/-KC61fFz1I7qrHg2l6P2a_6APLA=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f7MlJObm5QN1CypD-Zdz0C6taTVY%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fPZVtsIOmROK4iqeCgOLL_Packages%2bSativa.jpg,Pineapple Super Silver Haze
666,Gas'd Up DC,https://ddd33q3967xhi.cloudfront.net/QfYrG_qmohI1JIQNlnxL71aoHL4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2frUMMKG0XcaAsflyVy5_QogUpskI%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f4lz7ouQCUBjmrh17q8gk_pink%2bkush.jpg,Pink Kush
667,Tilray,https://ddd33q3967xhi.cloudfront.net/IteDxEYSfI9c3ClQ7tuti2YGfsI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fpSTZ6n1gKfkQlD_qE1cq9fuq_f4%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f1D5EvLPRSKr100YJ9NT2_Tilray-SquareT300Bag.jpg,Pink Kush
668,TopLeaf Canada,https://ddd33q3967xhi.cloudfront.net/RDLUTF7afUYwO0ykXHpeUyMZ1v8=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fw_hrp4VlwEMiF856RyqN47UFjA0%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fgK69bX9QZOHbgYe7kXp5_pink%2bkush.jpg,Pink Kush - Indica - BCWEEDCO
669,Tetra Concentrates,https://ddd33q3967xhi.cloudfront.net/fDqtqoowSa1Xvqmv0GOiVm9_rjA=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fbr1I2YnyZRGQmQ2FfCxrfIeTGrk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fCz4JZqt7TFqYT31O9FNY_leafp.jpg,Pink Kush OZ
670,TopLeaf Canada,https://ddd33q3967xhi.cloudfront.net/0CsWXgVzB2Udl2Ze9x122iKQIiM=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fM8vu1PR8PdO_YicUAZQgF28v5RQ%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fKQAO0kMzQbSBDkdRHDPa_pink%2brockstar.jpg,Pink Rockstar - BCWEEDCO - Indica
671,Cannasol Farms,https://ddd33q3967xhi.cloudfront.net/NH5pDvJIuZgPohkS-z1FQ5zZwnc=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fgFVsiErRB3BLG1iOGx0SAFcN9rA%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fcdn.filepicker.io%252fapi%252ffile%252fIwzUCRo4Q6GJFhqf7YTZ,Pitbull
672,Clandestine Gardens,https://ddd33q3967xhi.cloudfront.net/OTR9izF5Nt1Yl5koDbsHMGrHvEI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fGebVpiUaukAFEFrfPtIcuyZeqJQ%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f1yFsJDPrQ5udUvsusdte_Screen%2bShot%2b2017-11-07%2bat%2b9.49.48%2bPM.png,Platinum Blueberry
673,Clandestine Gardens,https://ddd33q3967xhi.cloudfront.net/dqIckAPY_1sXrgzatDQatQzGfjo=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f1DXKk0uTDGlAnK7OJpyJ8jHiBc0%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f6nZYR5TGRPev22Ysoee2_Screen%2bShot%2b2017-10-05%2bat%2b1.34.55%2bPM.png,Platinum GSC (f.k.a. Girl Scout Cookies)
674,Dicot Farms,https://ddd33q3967xhi.cloudfront.net/Cq3_Wm1jaN4fw-R6FQlBgRmsb1k=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fQ-SlrcW0C-AMhBcHpTZ5G6JcGxc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f0y9vTXxnSO26g92ORyCt_plat.jpg,Platinum Kush
675,Silver State Trading,https://ddd33q3967xhi.cloudfront.net/SZhf5y-4-lPq8DeynQbG4h3zvts=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fJm34AfJIHTlpOUpWFVyiDIkE0ts%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fiSThku3WT0SBE1gMtSZp_Platinum%2bRibbon%2bStock.png,Platinum Ribbon
676,The Genezen Project,https://ddd33q3967xhi.cloudfront.net/9Tp_4OFkBdXENV4XQVLCOSRaxy8=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fjGg_JG55-ZATi2JeL1lYGXnRRcU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fTkAFUrIESb6O9CiOwbvW_IMG_20160915_212252.jpg,Plum Frost
677,Cannasol Farms,https://ddd33q3967xhi.cloudfront.net/vx5RZP6IEMma8mSH6bb8dHMcRx4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fRF_k7NvuBvgHNMo81n6JKPii7ps%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fcdn.filepicker.io%252fapi%252ffile%252fQKGtMzAORiiS35pEwkzx,Plush Berry
678,Cannabis Nation Cultivation,https://ddd33q3967xhi.cloudfront.net/RmR8fOqwlz16baF3b1xPCkFnCUM=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fGcQfcAQMCcmYRFeYgo4tozLT1hk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f3fIkjQpTLa5QgXGBjRrw_power%2bwreck.jpg,Power Wreck
679,Red Frog Cannabis,https://ddd33q3967xhi.cloudfront.net/hzCrN5rGG17b015moZOXHwmlb_w=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fl0ghECeHAWEhb3BjiVoHwtBN-II%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fWttKwV5NSLeBK74g4Y7t_pre-98.jpg,Pre-98 Bubba Kush
680,VVS Pens,https://ddd33q3967xhi.cloudfront.net/ywxFFa8Ya9JvznCgXcPZfVPQywg=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fyE6S6_j0wvP6N2k9xyC378YPm8k%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252ftIXz2jlWQhykbuhoRvGG_VVS%2bCONE.png,PRE-ROLL CONES - BLUEBERRY DIESEL
681,VVS Pens,https://ddd33q3967xhi.cloudfront.net/rjEIiKkMTxqX5L-yQOzkDhgxUNI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fCOFxesjzOke12A1kMYdrWvovHjY%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f0INZC7bWSXG3wvw0qPW8_VVS%2bPre%2bRoll.png,PRE-ROLL CONES - SOUR DIESEL
682,VVS Pens,https://ddd33q3967xhi.cloudfront.net/YvdNl_sLxi7YL6Wob1sn4soC2rs=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fMWVMz1KH5UdV7q6uw9b4oGtipQw%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252ftxRQjO7HSqOd8R9I1pIm_VVS%2bPre%2bRoll.png,PRE-ROLL CONES - TANGIE
683,Clandestine Gardens,https://ddd33q3967xhi.cloudfront.net/j0D1cPI0ijmNB9wXFTEvRQOgI8c=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fcmFLz2HIcSSCmkbrkE7LqZ30Wsg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f2xDVn0OShmcws6qVpUrl_Screen%2bShot%2b2017-10-05%2bat%2b1.36.37%2bPM.png,Presidential Kush
684,Canna Organix,https://ddd33q3967xhi.cloudfront.net/-TmzugqYlx_NgPswU5nsRbUPZKE=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fU0nJc9XbhxtUqw40_Rg9nGaDnpw%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252ffLNbqnf5S025mn40hNF7_presidential%2bog.jpg,Presidential OG
685,Palomar Craft Cannabis,https://ddd33q3967xhi.cloudfront.net/gaJuAlpnmwyxdlrHZ54MGO3ub24=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f-hSjvaE0km0Y8DjA2Hh-Gtp6qVw%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fhMgRyzQWKSA8eCjJOUbg_Professor%2bChaos-01.jpg,Professor Chaos
686,GreenRush - Washington ,https://ddd33q3967xhi.cloudfront.net/tBBWmHE6zaIsvpz55AoWPUBmOP0=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fOUFsc3vOy_880_ZT00Q2Betc1Dk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f1Y1iFoHcRuGOLX0Lz5fF_DSC_7381.jpg,Professor Chaos
687,Home Grower Consulting,https://ddd33q3967xhi.cloudfront.net/DBF_7_hs49bohtM2gp8pDYH6CKU=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fNJ0PRgTJEA6ZoLNbAwxVKuGe50I%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fD1Tn2tkT3mYYIOxSQWIl_KIMG0014.jpg,Project Specific
688,Nelson and Company Organics,https://ddd33q3967xhi.cloudfront.net/mDQndpE3QcrVuXKTzp4fG1NTEZ4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fUs6-9WMv28w1YEJwt4YLT9pLZyI%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252foti6FPoSQo6tAjai9HJh_90127A93-ABC2-4344-BE9B-53AB952D9B4D.jpeg,Pure Kush (OG Kush)
689,Sweet As! Cannabis Co.,https://ddd33q3967xhi.cloudfront.net/U7WgdwxcqeldAznb52Bs6WmYAHI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fIi7eKgTIaRFqqndo9k-8sV7aHt0%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f5ESNfJ2aQoqIXZN6d1V0_CloseCrop_0002_PurpleArrow.jpg,Purple Arrow
690,Rogue Farmer ,https://ddd33q3967xhi.cloudfront.net/33hAV8TS5EC51hEaTbiHiu5_pFM=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fU8gg8oS6O_uS4XzXZLLFYECK75o%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fBeFZ2BN2RWm8D6yGMDao_purplecad.jpg,Purple Cadillac
691,Calyx Garden,https://ddd33q3967xhi.cloudfront.net/VviJ1D_qD5cI8aaVleoZqOPi5K0=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fvbVbFSwzxZ8SUlAEeeC84aCnZAA%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fJeNmnkmQRPGylx8bySIM_purple.jpg,Purple Calyx
692,GreenRush - Washington ,https://ddd33q3967xhi.cloudfront.net/5Az3FYrF4nWufw74N5FfVcjecU4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fMQOw5hR0TOA-Zsath4eBEZKkdg4%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f38iuXp2RSTxPQ5n7HGwA_DSC_8905.jpg,Purple Cat Piss
693,Rogue Farmer ,https://ddd33q3967xhi.cloudfront.net/gRQjYEnEriVPg8maQAMFGzqC_7Y=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fYdu9R7dn49LqK47JJdqt2GQZ1J4%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fzLkjIy8Sj2qgsH7Pem3U_1703KR0-017.810%2bPHK.png,Purple Hindu Kush
694,Grown Rogue,https://ddd33q3967xhi.cloudfront.net/aCShArg6lCb4mCjYFAFn4nT0brE=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fMeEzyocOmEQWpUBXIubdEmtG77g%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fE25rkigySGq8eT8qSQ0N_Grown-Rogue-PHK-23-4-THC.jpg,Purple Hindu Kush
695,Bedford Grow,https://ddd33q3967xhi.cloudfront.net/orMjqFA3Z-9gJakxpk0mDcra4gI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f3bd7aRCTAm_lCa6deiKsmgP7SP8%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f2JTkx4yeSAe2a1Api4hw_purple%2blinda_dry%2bflower_bedford%2bgrow-4.jpg,Purple Linda
696,Rogue Farmer ,https://ddd33q3967xhi.cloudfront.net/SuxFvA_cR05jq65I6Zy_37UjxVI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f7SAHPlTiEiI4ddgQdvaJSIP3JmA%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fIprAJXWQumtzpBQcKPnc_PurpleNepal%2bEnhanced.jpg,Purple Nepal
697,True Humboldt,https://ddd33q3967xhi.cloudfront.net/qwkRCq5Me3A2VhFQRx14SxAu6zQ=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fFedmiQh1pJp3vn9k8Y9aOoMhT0c%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fiKprVzutTxyQEygJbYQZ_AA-%2bpurple%2bpanty%2bdropper.jpg,Purple Panty Dropper
698,Winberry Farms,https://ddd33q3967xhi.cloudfront.net/cz72TdPy1Vt_i8quw9ffXNQI3O0=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f65PyClHrrEOm8tXgojldWOY5-90%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fcVTJEE8ORCfoeYA4g8tb_tahoe.jpg,Purple Tahoe Alien
699,Taste Budz,https://ddd33q3967xhi.cloudfront.net/RePbCi2nbfZn5tC5ZgOJjpBjAWg=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fFkO6kyH0OB4vBqgbb0DkhgJNaSE%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f6sjLkPXDRnjBT9G9dVBY_Purple%2bTangie.jpg,Purple Tangie
700,Sweet As! Cannabis Co.,https://ddd33q3967xhi.cloudfront.net/4SIHSsrhNKj1MwuqJOw5FUXctAY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fs2Angai0m0W3cDKLTry2pHl4wo4%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fVymJoVtwTby3bW6B5xbr_CropsColored_0012_PurpleUrkle5443.jpg,Purple Urkle
701,Clandestine Gardens,https://ddd33q3967xhi.cloudfront.net/--mSbztECDsyvGeCC8UYDnGgjsE=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fKVx06BmidnziEfvstE3-IWxj4Ls%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f52yy0wriRcGWOvtOEiW4_Screen%2bShot%2b2017-10-05%2bat%2b1.30.26%2bPM.png,Rainbow Kush
702,Clandestine Gardens,https://ddd33q3967xhi.cloudfront.net/Vxf3ge2gdmbOmR866C2UYwm3FvM=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fVfDyD8fOVqm32orvW0zIkyH6CBY%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fda0BeQKSW6aDJUhTb3v6_Screen%2bShot%2b2017-10-05%2bat%2b2.02.14%2bPM.png,Rawdawg
703,Rebel Spirit Cannabis Company,https://ddd33q3967xhi.cloudfront.net/vA7m6q4aYwXGrnv_LvGrmlgWN9g=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fc9X8lcenUX7t9ckTPQyyt3g0Qbs%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f5RiHGHUBT120JplDGv5Q_Rebel%2bTangie%2bKandy%2bcopy.jpg,Rebel Tangie Kandy
704,Home Grower Consulting,https://ddd33q3967xhi.cloudfront.net/6zU0PWdRFEbhWiQ22NkajKkzHGY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fXYcq2eyxUHsFlo_g1uAMEUwrUo0%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f6XgPPq9oQhOM8K5oyV9S_KIMG0009%2b1.jpg,Retainer Service
705,Matrix NV,https://ddd33q3967xhi.cloudfront.net/dHbIjLsrIFn73CHpb9ZjOMmgCTI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2ftgqWy-jv_wx6f09zMliMO7QNJms%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fvlVNTtaSX6dw0a3PwpFd_Black_RIN.jpg,Ringo's Gift
706,East Fork Cultivars,https://ddd33q3967xhi.cloudfront.net/861RI1zElqHLiFHzwRhK63H5eIk=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fpGBjLen5TrX-LS886dUQGw7MXeg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fzGdSCdJ2Rnuspri81BtQ_ringo.jpg,Ringo's Gift
707,Cannasol Farms,https://ddd33q3967xhi.cloudfront.net/hZcj2gf-WI-A9OXKH0qmRn53u2Q=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fQVGkfC3BXXQvMrLytdcx7dqj9gc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fcdn.filepicker.io%252fapi%252ffile%252ferv0buxURbCFK8H0yyRt,Ringo's Gift
708,HUXTON,https://ddd33q3967xhi.cloudfront.net/_N_C0lQgI-jsrfQ6iNcNnm5K6r8=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fjXfABE6_IP08D9F9ClR24EbZl0Y%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f3Ai5VOySiycxseDB720w_Huxton-Rise-TIN.jpg,Rise Tin 
709,Flow Kana,https://ddd33q3967xhi.cloudfront.net/nY00cMaTa4XuZnJGHpfk3mKuFb0=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f5yY7eIlm_6kfbe5MFYf8ZONVjtc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252ffPmObjwXSnKYlTcaZog2_RISING%2bSUN.jpg,Rising Sun
710,Bedford Grow,https://ddd33q3967xhi.cloudfront.net/IK-6u1WsutWrek2J5WOs6w-Y4xs=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fzizPwrFLoJb-AVA_bsEVeHLACs0%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fUwls4i3Qhmk5B7a06GkS_road%2btrip%2bhaze_dry%2bflower_bedford%2bgrow-3.jpg,Road Trip Haze
711,Tilray,https://ddd33q3967xhi.cloudfront.net/JG0ytJaQtzP874v385V8G7bYpac=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f4zq3ScAAxZURUXu6tCrLXDQA29w%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fxx85bJ21SqaWvYb6Cqo4_Tilray-SquareT300Bag.jpg,Rockstar
712,TopLeaf Canada,https://ddd33q3967xhi.cloudfront.net/VlrZy8Lwd00XdnS8julc8HagI0I=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f3MTUG4Eh5RvD8Ag7UncEhbDIg9Q%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fxvmqPSjPSLKvenieFvWd_rockstar.jpg,RockStar - Indica - BC WEED CO
713,Soulshine Cannabis,https://ddd33q3967xhi.cloudfront.net/iHuJ4kingG6NJDl0yIWCjX-NfFY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fzvwCmFHpVFQPwDBg5jXGZ4EN5tc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fOJqgzx01TQmiUFZqYtBr_SSC_LOGO_medRedsquare.jpg,Romulan
714,Royal Choice Farms,https://ddd33q3967xhi.cloudfront.net/cM2yOGOyQjnajiMZwliIT7LtbqA=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fqHLMmBpeBE1oqymoeG44ki8y7rU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fFLKHlCofTRmacKwOJX0N_rose%2bbud.jpg,Rose Bud
715,Certified Portland,https://ddd33q3967xhi.cloudfront.net/PUKOCK_5BNKifaHql2sjG_gAqWk=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fM1UdNK0vkCosRB3U3VWeJqVrY40%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fCZDjsaw8QpqNaau7wkYW_CERTIFIED%2bMACRO%2bMAY%2b1%2b2017%2bIMG_0020.jpg,Rude Boi OG (bred by Archive Seed Bank)
716,Frosted Flowers,https://ddd33q3967xhi.cloudfront.net/KqBb6L0Wi6nDzdqbZ89SwiCoal0=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f_jGzd4BxOpD8iaRjKvpZkkGgebU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252ffF270R4HSwmqeUw9cY7t_SageNSour1-01.jpg,Sage N Sour
717,TopLeaf Canada,https://ddd33q3967xhi.cloudfront.net/58YfaBi3fuBsXVfe-BO1tIXCKRY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fkwFnjI2dhORQm4hfDD9MWMAdIPk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fjoHSdp3mS7yDAdkkwDvR_San%2bFern%2bVal2-min.jpg,San Fernando Valley - Sativa / Organic - BC WEED CO
718,Palomar Craft Cannabis,https://ddd33q3967xhi.cloudfront.net/wT3u7yNGj23uKpZEiX3jX8XTY0o=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fv8iFnENnQbf3gkDAQLZuoEOwHpQ%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f3YQmqCPTQAqSGEwj4cPc_Saturn%2bOG-01.jpg,Saturn OG
